Building,Time,Weekday,Student_Count_Building
Capen,12:30,Tuesday,151
Cfa,12:30,Tuesday,158
Clemen,12:30,Tuesday,404
Cooke,12:30,Tuesday,214
Davis,12:30,Tuesday,100
Frnczk,12:30,Tuesday,202
Furnas,12:30,Tuesday,59
Grein,12:30,Tuesday,7
Hoch,12:30,Tuesday,149
Jacobs,12:30,Tuesday,286
Knox,12:30,Tuesday,780
Math,12:30,Tuesday,90
Norton,12:30,Tuesday,185
Nsc,12:30,Tuesday,937
Obrian,12:30,Tuesday,376
Park,12:30,Tuesday,161
Slee,12:30,Tuesday,12
Talbrt,12:30,Tuesday,112
Ubcmns,12:30,Tuesday,26
Wilkeson,12:30,Tuesday,54
Academ,12:30,Wednesday,136
Alfier,12:30,Wednesday,147
Alumni,12:30,Wednesday,95
Baldy,12:30,Wednesday,263
Bell,12:30,Wednesday,35
Bonner,12:30,Wednesday,19
CFA,12:30,Wednesday,142
Capen,12:30,Wednesday,159
Cfa,12:30,Wednesday,144
Clemen,12:30,Wednesday,485
Cooke,12:30,Wednesday,214
Davis,12:30,Wednesday,138
Frnczk,12:30,Wednesday,157
Furnas,12:30,Wednesday,94
Grein,12:30,Wednesday,23
Hoch,12:30,Wednesday,202
Jacobs,12:30,Wednesday,210
Jarvis,12:30,Wednesday,30
Ketter,12:30,Wednesday,6
Knox,12:30,Wednesday,629
Math,12:30,Wednesday,51
Norton,12:30,Wednesday,136
Nsc,12:30,Wednesday,1306
Obrian,12:30,Wednesday,321
Park,12:30,Wednesday,150
Talbrt,12:30,Wednesday,189
Wilkeson,12:30,Wednesday,24
Academ,12:45,Monday,11
Alfier,12:45,Monday,147
Alumni,12:45,Monday,24
Baldy,12:45,Monday,8
CFA,12:45,Monday,142
Capen,12:45,Monday,23
Cfa,12:45,Monday,271
Clemen,12:45,Monday,38
Cooke,12:45,Monday,79
Frnczk,12:45,Monday,53
Furnas,12:45,Monday,55
Grein,12:45,Monday,23
Hoch,12:45,Monday,48
Jacobs,12:45,Monday,210
Jarvis,12:45,Monday,31
Ketter,12:45,Monday,6
Math,12:45,Monday,23
Obrian,12:45,Monday,162
Park,12:45,Monday,108
Academ,12:45,Thursday,356
Alfier,12:45,Thursday,138
Alumni,12:45,Thursday,87
Baldy,12:45,Thursday,318
Bell,12:45,Thursday,58
CFA,12:45,Thursday,143
Capen,12:45,Thursday,91
Cfa,12:45,Thursday,230
Clemen,12:45,Thursday,412
Cooke,12:45,Thursday,180
Davis,12:45,Thursday,100
Frnczk,12:45,Thursday,79
Furnas,12:45,Thursday,78
Grein,12:45,Thursday,7
Hoch,12:45,Thursday,180
Jacobs,12:45,Thursday,286
Knox,12:45,Thursday,780
Math,12:45,Thursday,105
Norton,12:45,Thursday,178
Nsc,12:45,Thursday,937
Obrian,12:45,Thursday,376
Park,12:45,Thursday,149
Slee,12:45,Thursday,12
Talbrt,12:45,Thursday,112
Ubcmns,12:45,Thursday,26
Wilkeson,12:45,Thursday,44
Academ,12:45,Tuesday,310
Alfier,12:45,Tuesday,138
Alumni,12:45,Tuesday,87
Baldy,12:45,Tuesday,299
Bell,12:45,Tuesday,58
CFA,12:45,Tuesday,128
Capen,12:45,Tuesday,151
Cfa,12:45,Tuesday,158
Clemen,12:45,Tuesday,426
Cooke,12:45,Tuesday,214
Davis,12:45,Tuesday,100
Frnczk,12:45,Tuesday,164
Furnas,12:45,Tuesday,59
Grein,12:45,Tuesday,7
Hoch,12:45,Tuesday,149
Jacobs,12:45,Tuesday,286
Knox,12:45,Tuesday,780
Math,12:45,Tuesday,90
Norton,12:45,Tuesday,185
Nsc,12:45,Tuesday,937
Obrian,12:45,Tuesday,376
Park,12:45,Tuesday,161
Slee,12:45,Tuesday,12
Talbrt,12:45,Tuesday,112
Ubcmns,12:45,Tuesday,26
Wilkeson,12:45,Tuesday,54
Academ,12:45,Wednesday,16
Alfier,12:45,Wednesday,147
Alumni,12:45,Wednesday,24
Baldy,12:45,Wednesday,33
CFA,12:45,Wednesday,142
Capen,12:45,Wednesday,23
Cfa,12:45,Wednesday,144
Clemen,12:45,Wednesday,63
Cooke,12:45,Wednesday,55
Davis,12:45,Wednesday,15
Frnczk,12:45,Wednesday,71
Furnas,12:45,Wednesday,64
Grein,12:45,Wednesday,23
Hoch,12:45,Wednesday,53
Jacobs,12:45,Wednesday,210
Jarvis,12:45,Wednesday,30
Ketter,12:45,Wednesday,6
Math,12:45,Wednesday,23
Obrian,12:45,Wednesday,162
Park,12:45,Wednesday,106
Talbrt,12:45,Wednesday,23
Academ,13:00,Friday,33
Alumni,13:00,Friday,122
Arr,13:00,Friday,5
Baird,13:00,Friday,23
Baldy,13:00,Friday,358
Bell,13:00,Friday,74
Bonner,13:00,Friday,16
Capen,13:00,Friday,129
Cfa,13:00,Friday,47
Clemen,13:00,Friday,407
Cooke,13:00,Friday,208
Davis,13:00,Friday,74
Frnczk,13:00,Friday,138
Furnas,13:00,Friday,35
Grein,13:00,Friday,20
Hoch,13:00,Friday,160
Jacobs,13:00,Friday,169
Jarvis,13:00,Friday,35
Knox,13:00,Friday,632
Math,13:00,Friday,90
Norton,13:00,Friday,413
Nsc,13:00,Friday,942
Obrian,13:00,Friday,76
Park,13:00,Friday,100
Spaulding,13:00,Friday,12
Talbrt,13:00,Friday,124
Ubcmns,13:00,Friday,11
Academ,13:00,Monday,176
Alfier,13:00,Monday,147
Alumni,13:00,Monday,123
Baird,13:00,Monday,31
Baldy,13:00,Monday,385
Bell,13:00,Monday,78
Bonner,13:00,Monday,18
CFA,13:00,Monday,142
Capen,13:00,Monday,174
Cfa,13:00,Monday,271
Clemen,13:00,Monday,427
Cooke,13:00,Monday,243
Davis,13:00,Monday,74
Frnczk,13:00,Monday,127
Furnas,13:00,Monday,84
Grein,13:00,Monday,43
Hoch,13:00,Monday,242
Jacobs,13:00,Monday,263
Jarvis,13:00,Monday,31
Ketter,13:00,Monday,6
Knox,13:00,Monday,762
Math,13:00,Monday,77
Norton,13:00,Monday,428
Nsc,13:00,Monday,1085
Obrian,13:00,Monday,543
Park,13:00,Monday,185
Talbrt,13:00,Monday,161
Wilkeson,13:00,Monday,22
Academ,13:00,Thursday,356
Alfier,13:00,Thursday,138
Alumni,13:00,Thursday,87
Baird,13:00,Thursday,3
Baldy,13:00,Thursday,395
Bell,13:00,Thursday,79
CFA,13:00,Thursday,143
Capen,13:00,Thursday,164
Cfa,13:00,Thursday,230
Clemen,13:00,Thursday,447
Cooke,13:00,Thursday,180
Davis,13:00,Thursday,100
Frnczk,13:00,Thursday,169
Furnas,13:00,Thursday,78
Grein,13:00,Thursday,7
Hoch,13:00,Thursday,226
Jacobs,13:00,Thursday,286
Knox,13:00,Thursday,780
Math,13:00,Thursday,105
Norton,13:00,Thursday,455
Nsc,13:00,Thursday,955
Obrian,13:00,Thursday,551
Park,13:00,Thursday,178
Slee,13:00,Thursday,12
Spaulding,13:00,Thursday,23
Talbrt,13:00,Thursday,158
Ubcmns,13:00,Thursday,26
Wilkeson,13:00,Thursday,44
Academ,13:00,Tuesday,310
Alfier,13:00,Tuesday,138
Alumni,13:00,Tuesday,87
Baldy,13:00,Tuesday,387
Bell,13:00,Tuesday,98
CFA,13:00,Tuesday,128
Capen,13:00,Tuesday,199
Cfa,13:00,Tuesday,158
Clemen,13:00,Tuesday,481
Cooke,13:00,Tuesday,214
Davis,13:00,Tuesday,100
Frnczk,13:00,Tuesday,182
Furnas,13:00,Tuesday,59
Grein,13:00,Tuesday,7
Hoch,13:00,Tuesday,206
Jacobs,13:00,Tuesday,313
Knox,13:00,Tuesday,780
Math,13:00,Tuesday,90
Norton,13:00,Tuesday,462
Nsc,13:00,Tuesday,954
Obrian,13:00,Tuesday,562
Park,13:00,Tuesday,213
Slee,13:00,Tuesday,12
Spaulding,13:00,Tuesday,24
Talbrt,13:00,Tuesday,188
Ubcmns,13:00,Tuesday,26
Wilkeson,13:00,Tuesday,54
Academ,13:00,Wednesday,181
Alfier,13:00,Wednesday,147
Alumni,13:00,Wednesday,123
Baird,13:00,Wednesday,66
Baldy,13:00,Wednesday,361
Bell,13:00,Wednesday,78
CFA,13:00,Wednesday,142
Capen,13:00,Wednesday,154
Cfa,13:00,Wednesday,144
Clemen,13:00,Wednesday,389
Cooke,13:00,Wednesday,218
Davis,13:00,Wednesday,89
Frnczk,13:00,Wednesday,165
Furnas,13:00,Wednesday,64
Grein,13:00,Wednesday,43
Hoch,13:00,Wednesday,263
Jacobs,13:00,Wednesday,260
Jarvis,13:00,Wednesday,52
Ketter,13:00,Wednesday,6
Knox,13:00,Wednesday,775
Math,13:00,Wednesday,77
Norton,13:00,Wednesday,386
Nsc,13:00,Wednesday,1079
Obrian,13:00,Wednesday,572
Park,13:00,Wednesday,178
Spaulding,13:00,Wednesday,30
Talbrt,13:00,Wednesday,203
Academ,13:15,Friday,33
Alumni,13:15,Friday,122
Arr,13:15,Friday,5
Baird,13:15,Friday,23
Baldy,13:15,Friday,358
Bell,13:15,Friday,74
Bonner,13:15,Friday,16
Capen,13:15,Friday,129
Cfa,13:15,Friday,38
Clemen,13:15,Friday,407
Cooke,13:15,Friday,208
Davis,13:15,Friday,74
Frnczk,13:15,Friday,138
Furnas,13:15,Friday,35
Grein,13:15,Friday,20
Hoch,13:15,Friday,160
Jacobs,13:15,Friday,169
Jarvis,13:15,Friday,35
Knox,13:15,Friday,632
Math,13:15,Friday,90
Norton,13:15,Friday,413
Nsc,13:15,Friday,942
Obrian,13:15,Friday,76
Park,13:15,Friday,100
Spaulding,13:15,Friday,12
Talbrt,13:15,Friday,124
Ubcmns,13:15,Friday,11
Academ,13:15,Monday,165
Alfier,13:15,Monday,147
Alumni,13:15,Monday,99
Baird,13:15,Monday,31
Baldy,13:15,Monday,377
Bell,13:15,Monday,78
Bonner,13:15,Monday,18
CFA,13:15,Monday,142
Capen,13:15,Monday,174
Cfa,13:15,Monday,39
Clemen,13:15,Monday,414
Cooke,13:15,Monday,243
Davis,13:15,Monday,74
Frnczk,13:15,Monday,127
Furnas,13:15,Monday,84
Grein,13:15,Monday,43
Hoch,13:15,Monday,242
Jacobs,13:15,Monday,263
Jarvis,13:15,Monday,31
Ketter,13:15,Monday,6
Knox,13:15,Monday,762
Math,13:15,Monday,54
Norton,13:15,Monday,428
Nsc,13:15,Monday,1085
Obrian,13:15,Monday,543
Park,13:15,Monday,153
Talbrt,13:15,Monday,161
Wilkeson,13:15,Monday,22
Academ,13:15,Thursday,331
Alfier,13:15,Thursday,138
Alumni,13:15,Thursday,58
Baird,13:15,Thursday,3
Baldy,13:15,Thursday,362
Bell,13:15,Thursday,51
CFA,13:15,Thursday,143
Capen,13:15,Thursday,164
Cfa,13:15,Thursday,71
Clemen,13:15,Thursday,359
Cooke,13:15,Thursday,145
Davis,13:15,Thursday,100
Frnczk,13:15,Thursday,169
Furnas,13:15,Thursday,56
Grein,13:15,Thursday,7
Hoch,13:15,Thursday,226
Jacobs,13:15,Thursday,226
Knox,13:15,Thursday,780
Math,13:15,Thursday,90
Norton,13:15,Thursday,455
Nsc,13:15,Thursday,955
Obrian,13:15,Thursday,551
Park,13:15,Thursday,178
Slee,13:15,Thursday,12
Spaulding,13:15,Thursday,23
Talbrt,13:15,Thursday,158
Ubcmns,13:15,Thursday,26
Wilkeson,13:15,Thursday,44
Academ,13:15,Tuesday,310
Alfier,13:15,Tuesday,138
Alumni,13:15,Tuesday,58
Baldy,13:15,Tuesday,372
Bell,13:15,Tuesday,70
CFA,13:15,Tuesday,128
Capen,13:15,Tuesday,139
Cfa,13:15,Tuesday,98
Clemen,13:15,Tuesday,387
Cooke,13:15,Tuesday,151
Davis,13:15,Tuesday,100
Frnczk,13:15,Tuesday,96
Furnas,13:15,Tuesday,59
Grein,13:15,Tuesday,7
Hoch,13:15,Tuesday,206
Jacobs,13:15,Tuesday,253
Knox,13:15,Tuesday,780
Math,13:15,Tuesday,90
Norton,13:15,Tuesday,462
Nsc,13:15,Tuesday,954
Obrian,13:15,Tuesday,562
Park,13:15,Tuesday,213
Slee,13:15,Tuesday,12
Spaulding,13:15,Tuesday,24
Talbrt,13:15,Tuesday,188
Ubcmns,13:15,Tuesday,26
Wilkeson,13:15,Tuesday,54
Academ,13:15,Wednesday,170
Alfier,13:15,Wednesday,147
Alumni,13:15,Wednesday,99
Baird,13:15,Wednesday,66
Baldy,13:15,Wednesday,353
Bell,13:15,Wednesday,78
CFA,13:15,Wednesday,142
Capen,13:15,Wednesday,154
Cfa,13:15,Wednesday,23
Clemen,13:15,Wednesday,376
Cooke,13:15,Wednesday,218
Davis,13:15,Wednesday,89
Frnczk,13:15,Wednesday,165
Furnas,13:15,Wednesday,64
Grein,13:15,Wednesday,43
Hoch,13:15,Wednesday,263
Jacobs,13:15,Wednesday,260
Jarvis,13:15,Wednesday,52
Ketter,13:15,Wednesday,6
Knox,13:15,Wednesday,775
Math,13:15,Wednesday,54
Norton,13:15,Wednesday,386
Nsc,13:15,Wednesday,1079
Obrian,13:15,Wednesday,572
Park,13:15,Wednesday,150
Spaulding,13:15,Wednesday,30
Talbrt,13:15,Wednesday,203
Academ,13:30,Friday,33
Alumni,13:30,Friday,122
Arr,13:30,Friday,5
Baird,13:30,Friday,23
Baldy,13:30,Friday,358
Bell,13:30,Friday,74
Bonner,13:30,Friday,16
Capen,13:30,Friday,129
Cfa,13:30,Friday,38
Clemen,13:30,Friday,407
Cooke,13:30,Friday,208
Davis,13:30,Friday,74
Frnczk,13:30,Friday,138
Furnas,13:30,Friday,35
Grein,13:30,Friday,20
Hoch,13:30,Friday,160
Jacobs,13:30,Friday,169
Jarvis,13:30,Friday,35
Knox,13:30,Friday,632
Math,13:30,Friday,90
Norton,13:30,Friday,413
Nsc,13:30,Friday,942
Obrian,13:30,Friday,84
Park,13:30,Friday,100
Spaulding,13:30,Friday,12
Talbrt,13:30,Friday,124
Ubcmns,13:30,Friday,11
Academ,13:30,Monday,181
Alfier,13:30,Monday,147
Alumni,13:30,Monday,116
Baird,13:30,Monday,31
Baldy,13:30,Monday,377
Bell,13:30,Monday,78
Bonner,13:30,Monday,18
CFA,13:30,Monday,142
Capen,13:30,Monday,174
Cfa,13:30,Monday,100
Clemen,13:30,Monday,418
Cooke,13:30,Monday,219
Davis,13:30,Monday,74
Frnczk,13:30,Monday,133
Furnas,13:30,Monday,84
Grein,13:30,Monday,43
Hoch,13:30,Monday,242
Jacobs,13:30,Monday,263
Jarvis,13:30,Monday,31
Ketter,13:30,Monday,6
Knox,13:30,Monday,762
Math,13:30,Monday,54
Norton,13:30,Monday,428
Nsc,13:30,Monday,1085
Obrian,13:30,Monday,543
Park,13:30,Monday,153
Talbrt,13:30,Monday,161
Wilkeson,13:30,Monday,22
Academ,13:30,Thursday,331
Alfier,13:30,Thursday,138
Alumni,13:30,Thursday,64
Baird,13:30,Thursday,3
Baldy,13:30,Thursday,397
Bell,13:30,Thursday,51
CFA,13:30,Thursday,143
Capen,13:30,Thursday,164
Cfa,13:30,Thursday,97
Clemen,13:30,Thursday,359
Cooke,13:30,Thursday,180
Davis,13:30,Thursday,100
Frnczk,13:30,Thursday,169
Furnas,13:30,Thursday,56
Grein,13:30,Thursday,7
Hoch,13:30,Thursday,183
Jacobs,13:30,Thursday,226
Knox,13:30,Thursday,780
Math,13:30,Thursday,90
Norton,13:30,Thursday,455
Nsc,13:30,Thursday,955
Obrian,13:30,Thursday,582
Park,13:30,Thursday,178
Slee,13:30,Thursday,12
Spaulding,13:30,Thursday,23
Talbrt,13:30,Thursday,158
Ubcmns,13:30,Thursday,26
Wilkeson,13:30,Thursday,44
Academ,13:30,Tuesday,310
Alfier,13:30,Tuesday,138
Alumni,13:30,Tuesday,63
Baldy,13:30,Tuesday,407
Bell,13:30,Tuesday,70
CFA,13:30,Tuesday,128
Capen,13:30,Tuesday,139
Cfa,13:30,Tuesday,124
Clemen,13:30,Tuesday,387
Cooke,13:30,Tuesday,186
Davis,13:30,Tuesday,100
Frnczk,13:30,Tuesday,96
Furnas,13:30,Tuesday,59
Grein,13:30,Tuesday,7
Hoch,13:30,Tuesday,182
Jacobs,13:30,Tuesday,253
Knox,13:30,Tuesday,780
Math,13:30,Tuesday,90
Norton,13:30,Tuesday,462
Nsc,13:30,Tuesday,954
Obrian,13:30,Tuesday,593
Park,13:30,Tuesday,213
Slee,13:30,Tuesday,12
Spaulding,13:30,Tuesday,24
Talbrt,13:30,Tuesday,188
Ubcmns,13:30,Tuesday,26
Wilkeson,13:30,Tuesday,54
Academ,13:30,Wednesday,186
Alfier,13:30,Wednesday,147
Alumni,13:30,Wednesday,116
Baird,13:30,Wednesday,66
Baldy,13:30,Wednesday,353
Bell,13:30,Wednesday,78
CFA,13:30,Wednesday,142
Capen,13:30,Wednesday,154
Cfa,13:30,Wednesday,84
Clemen,13:30,Wednesday,380
Cooke,13:30,Wednesday,218
Davis,13:30,Wednesday,89
Frnczk,13:30,Wednesday,165
Furnas,13:30,Wednesday,64
Grein,13:30,Wednesday,43
Hoch,13:30,Wednesday,263
Jacobs,13:30,Wednesday,260
Jarvis,13:30,Wednesday,52
Ketter,13:30,Wednesday,6
Knox,13:30,Wednesday,775
Math,13:30,Wednesday,54
Norton,13:30,Wednesday,386
Nsc,13:30,Wednesday,1079
Obrian,13:30,Wednesday,572
Park,13:30,Wednesday,150
Spaulding,13:30,Wednesday,30
Talbrt,13:30,Wednesday,203
Academ,13:45,Monday,148
Alfier,13:45,Monday,52
Alumni,13:45,Monday,17
Baldy,13:45,Monday,69
Bell,13:45,Monday,5
CFA,13:45,Monday,142
Cfa,13:45,Monday,81
Clemen,13:45,Monday,57
Cooke,13:45,Monday,61
Frnczk,13:45,Monday,6
Hoch,13:45,Monday,95
Math,13:45,Monday,50
Nsc,13:45,Monday,77
Obrian,13:45,Monday,367
Park,13:45,Monday,63
Talbrt,13:45,Monday,17
Wilkeson,13:45,Monday,22
Academ,13:45,Thursday,26
Alfier,13:45,Thursday,102
Alumni,13:45,Thursday,6
Baird,13:45,Thursday,3
Baldy,13:45,Thursday,45
CFA,13:45,Thursday,128
Capen,13:45,Thursday,5
Cfa,13:45,Thursday,37
Clemen,13:45,Thursday,24
Cooke,13:45,Thursday,55
Frnczk,13:45,Thursday,43
Furnas,13:45,Thursday,56
Hoch,13:45,Thursday,47
Nsc,13:45,Thursday,18
Obrian,13:45,Thursday,243
Park,13:45,Thursday,23
Spaulding,13:45,Thursday,23
Academ,13:45,Tuesday,5
Alfier,13:45,Tuesday,102
Alumni,13:45,Tuesday,5
Baldy,13:45,Tuesday,73
CFA,13:45,Tuesday,128
Cfa,13:45,Tuesday,37
Clemen,13:45,Tuesday,34
Cooke,13:45,Tuesday,55
Frnczk,13:45,Tuesday,43
Furnas,13:45,Tuesday,21
Hoch,13:45,Tuesday,56
Nsc,13:45,Tuesday,17
Obrian,13:45,Tuesday,254
Park,13:45,Tuesday,52
Spaulding,13:45,Tuesday,24
Academ,13:45,Wednesday,153
Alfier,13:45,Wednesday,52
Alumni,13:45,Wednesday,17
Baird,13:45,Wednesday,35
Baldy,13:45,Wednesday,41
Bell,13:45,Wednesday,5
CFA,13:45,Wednesday,142
Cfa,13:45,Wednesday,65
Clemen,13:45,Wednesday,64
Cooke,13:45,Wednesday,55
Davis,13:45,Wednesday,15
Frnczk,13:45,Wednesday,56
Hoch,13:45,Wednesday,116
Jarvis,13:45,Wednesday,22
Math,13:45,Wednesday,50
Norton,13:45,Wednesday,23
Nsc,13:45,Wednesday,71
Obrian,13:45,Wednesday,381
Park,13:45,Wednesday,63
Spaulding,13:45,Wednesday,30
Academ,14:00,Friday,58
Alumni,14:00,Friday,48
Baird,14:00,Friday,3
Baldy,14:00,Friday,210
Bell,14:00,Friday,19
Bonner,14:00,Friday,16
CFA,14:00,Friday,20
Capen,14:00,Friday,111
Cfa,14:00,Friday,63
Clemen,14:00,Friday,403
Cooke,14:00,Friday,199
Davis,14:00,Friday,103
Frnczk,14:00,Friday,140
Furnas,14:00,Friday,40
Hoch,14:00,Friday,13
Jacobs,14:00,Friday,148
Jarvis,14:00,Friday,23
Knox,14:00,Friday,1108
Math,14:00,Friday,83
Norton,14:00,Friday,134
Nsc,14:00,Friday,807
Obrian,14:00,Friday,278
Park,14:00,Friday,103
Spaulding,14:00,Friday,12
Talbrt,14:00,Friday,171
Academ,14:00,Monday,282
Alfier,14:00,Monday,73
Alumni,14:00,Monday,122
Baird,14:00,Monday,11
Baldy,14:00,Monday,337
Bell,14:00,Monday,97
Bonner,14:00,Monday,25
CFA,14:00,Monday,142
Capen,14:00,Monday,143
Cfa,14:00,Monday,173
Clemen,14:00,Monday,393
Cooke,14:00,Monday,282
Davis,14:00,Monday,103
Frnczk,14:00,Monday,138
Furnas,14:00,Monday,41
Grein,14:00,Monday,18
Hoch,14:00,Monday,71
Jacobs,14:00,Monday,304
Jarvis,14:00,Monday,10
Knox,14:00,Monday,1108
Math,14:00,Monday,80
Norton,14:00,Monday,211
Nsc,14:00,Monday,1266
Obrian,14:00,Monday,612
Park,14:00,Monday,148
Talbrt,14:00,Monday,143
Wilkeson,14:00,Monday,22
Academ,14:00,Thursday,171
Alfier,14:00,Thursday,123
Alumni,14:00,Thursday,17
Baird,14:00,Thursday,55
Baldy,14:00,Thursday,380
Bell,14:00,Thursday,80
CFA,14:00,Thursday,128
Capen,14:00,Thursday,135
Cfa,14:00,Thursday,183
Clemen,14:00,Thursday,350
Cooke,14:00,Thursday,285
Davis,14:00,Thursday,81
Frnczk,14:00,Thursday,194
Furnas,14:00,Thursday,71
Hoch,14:00,Thursday,114
Jacobs,14:00,Thursday,252
Ketter,14:00,Thursday,5
Knox,14:00,Thursday,511
Math,14:00,Thursday,68
Norton,14:00,Thursday,420
Nsc,14:00,Thursday,1006
Obrian,14:00,Thursday,584
Park,14:00,Thursday,131
Spaulding,14:00,Thursday,23
Talbrt,14:00,Thursday,141
Ubcmns,14:00,Thursday,24
Wilkeson,14:00,Thursday,35
Academ,14:00,Tuesday,192
Alfier,14:00,Tuesday,123
Alumni,14:00,Tuesday,46
Baird,14:00,Tuesday,52
Baldy,14:00,Tuesday,406
Bell,14:00,Tuesday,80
CFA,14:00,Tuesday,128
Capen,14:00,Tuesday,189
Cfa,14:00,Tuesday,183
Clemen,14:00,Tuesday,305
Cooke,14:00,Tuesday,285
Davis,14:00,Tuesday,81
Frnczk,14:00,Tuesday,172
Furnas,14:00,Tuesday,87
Hoch,14:00,Tuesday,138
Jacobs,14:00,Tuesday,251
Jarvis,14:00,Tuesday,10
Ketter,14:00,Tuesday,5
Knox,14:00,Tuesday,511
Math,14:00,Tuesday,68
Norton,14:00,Tuesday,420
Nsc,14:00,Tuesday,1038
Obrian,14:00,Tuesday,575
Park,14:00,Tuesday,169
Spaulding,14:00,Tuesday,24
Talbrt,14:00,Tuesday,141
Ubcmns,14:00,Tuesday,24
Wilkeson,14:00,Tuesday,32
Academ,14:00,Wednesday,217
Alfier,14:00,Wednesday,73
Alumni,14:00,Wednesday,105
Baird,14:00,Wednesday,46
Baldy,14:00,Wednesday,280
Bell,14:00,Wednesday,53
CFA,14:00,Wednesday,147
Capen,14:00,Wednesday,184
Cfa,14:00,Wednesday,157
Clemen,14:00,Wednesday,459
Cooke,14:00,Wednesday,275
Davis,14:00,Wednesday,118
Frnczk,14:00,Wednesday,188
Furnas,14:00,Wednesday,59
Hoch,14:00,Wednesday,197
Jacobs,14:00,Wednesday,306
Jarvis,14:00,Wednesday,22
Knox,14:00,Wednesday,1108
Math,14:00,Wednesday,80
Norton,14:00,Wednesday,219
Nsc,14:00,Wednesday,1306
Obrian,14:00,Wednesday,650
Park,14:00,Wednesday,143
Spaulding,14:00,Wednesday,30
Talbrt,14:00,Wednesday,179
Academ,14:15,Friday,58
Alumni,14:15,Friday,48
Baird,14:15,Friday,3
Baldy,14:15,Friday,210
Bell,14:15,Friday,19
Bonner,14:15,Friday,16
CFA,14:15,Friday,20
Capen,14:15,Friday,111
Cfa,14:15,Friday,63
Clemen,14:15,Friday,403
Cooke,14:15,Friday,199
Davis,14:15,Friday,103
Frnczk,14:15,Friday,140
Furnas,14:15,Friday,40
Hoch,14:15,Friday,13
Jacobs,14:15,Friday,148
Jarvis,14:15,Friday,23
Knox,14:15,Friday,1108
Math,14:15,Friday,33
Norton,14:15,Friday,134
Nsc,14:15,Friday,807
Obrian,14:15,Friday,278
Park,14:15,Friday,103
Spaulding,14:15,Friday,12
Talbrt,14:15,Friday,171
Academ,14:15,Monday,150
Alfier,14:15,Monday,73
Alumni,14:15,Monday,122
Baird,14:15,Monday,11
Baldy,14:15,Monday,320
Bell,14:15,Monday,92
Bonner,14:15,Monday,25
CFA,14:15,Monday,142
Capen,14:15,Monday,143
Cfa,14:15,Monday,173
Clemen,14:15,Monday,373
Cooke,14:15,Monday,282
Davis,14:15,Monday,103
Frnczk,14:15,Monday,138
Furnas,14:15,Monday,41
Grein,14:15,Monday,18
Hoch,14:15,Monday,71
Jacobs,14:15,Monday,304
Jarvis,14:15,Monday,10
Knox,14:15,Monday,1108
Math,14:15,Monday,30
Norton,14:15,Monday,211
Nsc,14:15,Monday,1195
Obrian,14:15,Monday,556
Park,14:15,Monday,148
Talbrt,14:15,Monday,143
Academ,14:15,Thursday,171
Alfier,14:15,Thursday,123
Alumni,14:15,Thursday,17
Baird,14:15,Thursday,55
Baldy,14:15,Thursday,380
Bell,14:15,Thursday,80
CFA,14:15,Thursday,128
Capen,14:15,Thursday,135
Cfa,14:15,Thursday,183
Clemen,14:15,Thursday,350
Cooke,14:15,Thursday,289
Davis,14:15,Thursday,81
Frnczk,14:15,Thursday,194
Furnas,14:15,Thursday,71
Hoch,14:15,Thursday,138
Jacobs,14:15,Thursday,252
Ketter,14:15,Thursday,5
Knox,14:15,Thursday,511
Math,14:15,Thursday,68
Norton,14:15,Thursday,420
Nsc,14:15,Thursday,1006
Obrian,14:15,Thursday,584
Park,14:15,Thursday,131
Spaulding,14:15,Thursday,23
Talbrt,14:15,Thursday,141
Ubcmns,14:15,Thursday,24
Wilkeson,14:15,Thursday,35
Academ,14:15,Tuesday,192
Alfier,14:15,Tuesday,123
Alumni,14:15,Tuesday,46
Baird,14:15,Tuesday,52
Baldy,14:15,Tuesday,406
Bell,14:15,Tuesday,80
CFA,14:15,Tuesday,128
Capen,14:15,Tuesday,189
Cfa,14:15,Tuesday,183
Clemen,14:15,Tuesday,305
Cooke,14:15,Tuesday,289
Davis,14:15,Tuesday,81
Frnczk,14:15,Tuesday,172
Furnas,14:15,Tuesday,87
Hoch,14:15,Tuesday,162
Jacobs,14:15,Tuesday,251
Jarvis,14:15,Tuesday,10
Ketter,14:15,Tuesday,5
Knox,14:15,Tuesday,511
Math,14:15,Tuesday,68
Norton,14:15,Tuesday,420
Nsc,14:15,Tuesday,1038
Obrian,14:15,Tuesday,575
Park,14:15,Tuesday,169
Spaulding,14:15,Tuesday,24
Talbrt,14:15,Tuesday,141
Ubcmns,14:15,Tuesday,24
Wilkeson,14:15,Tuesday,32
Academ,14:15,Wednesday,85
Alfier,14:15,Wednesday,73
Alumni,14:15,Wednesday,105
Baird,14:15,Wednesday,46
Baldy,14:15,Wednesday,263
Bell,14:15,Wednesday,48
CFA,14:15,Wednesday,147
Capen,14:15,Wednesday,184
Cfa,14:15,Wednesday,157
Clemen,14:15,Wednesday,439
Cooke,14:15,Wednesday,299
Davis,14:15,Wednesday,118
Frnczk,14:15,Wednesday,188
Furnas,14:15,Wednesday,59
Hoch,14:15,Wednesday,198
Jacobs,14:15,Wednesday,306
Jarvis,14:15,Wednesday,22
Knox,14:15,Wednesday,1108
Math,14:15,Wednesday,30
Norton,14:15,Wednesday,219
Nsc,14:15,Wednesday,1235
Obrian,14:15,Wednesday,594
