Building,Time,Weekday,Student_Count_Building
Norton,19:00,Monday,25
Nsc,19:00,Monday,293
Obrian,19:00,Monday,189
Park,19:00,Monday,74
Talbrt,19:00,Monday,41
Academ,19:00,Tuesday,13
Alfier,19:00,Tuesday,134
Alumni,19:00,Tuesday,20
Baird,19:00,Tuesday,15
Baldy,19:00,Tuesday,206
Bell,19:00,Tuesday,27
CFA,19:00,Tuesday,12
Capen,19:00,Tuesday,72
Cfa,19:00,Tuesday,30
Clemen,19:00,Tuesday,91
Cooke,19:00,Tuesday,117
Frnczk,19:00,Tuesday,102
Furnas,19:00,Tuesday,7
Hoch,19:00,Tuesday,35
Jacobs,19:00,Tuesday,160
Knox,19:00,Tuesday,127
Norton,19:00,Tuesday,165
Nsc,19:00,Tuesday,409
Obrian,19:00,Tuesday,196
Park,19:00,Tuesday,81
Slee,19:00,Tuesday,45
Talbrt,19:00,Tuesday,101
Wilkeson,19:00,Tuesday,19
Academ,19:00,Wednesday,23
Alfier,19:00,Wednesday,93
Alumni,19:00,Wednesday,32
Arr,19:00,Wednesday,50
Baird,19:00,Wednesday,66
Baldy,19:00,Wednesday,102
CFA,19:00,Wednesday,39
Capen,19:00,Wednesday,52
Cfa,19:00,Wednesday,18
Clemen,19:00,Wednesday,70
Cooke,19:00,Wednesday,68
Davis,19:00,Wednesday,47
Frnczk,19:00,Wednesday,21
Furnas,19:00,Wednesday,40
Hoch,19:00,Wednesday,24
Jacobs,19:00,Wednesday,189
Ketter,19:00,Wednesday,9
Knox,19:00,Wednesday,37
Norton,19:00,Wednesday,78
Nsc,19:00,Wednesday,247
Obrian,19:00,Wednesday,151
Park,19:00,Wednesday,15
Talbrt,19:00,Wednesday,70
Academ,19:15,Monday,108
Alfier,19:15,Monday,90
Alumni,19:15,Monday,44
Arr,19:15,Monday,49
Baird,19:15,Monday,24
Baldy,19:15,Monday,61
CFA,19:15,Monday,54
Capen,19:15,Monday,72
Cfa,19:15,Monday,71
Clemen,19:15,Monday,116
Cooke,19:15,Monday,59
Davis,19:15,Monday,47
Frnczk,19:15,Monday,44
Furnas,19:15,Monday,27
Hoch,19:15,Monday,22
Jacobs,19:15,Monday,218
Ketter,19:15,Monday,4
Knox,19:15,Monday,68
Norton,19:15,Monday,25
Nsc,19:15,Monday,293
Obrian,19:15,Monday,189
Park,19:15,Monday,74
Talbrt,19:15,Monday,41
Academ,19:15,Tuesday,13
Alfier,19:15,Tuesday,134
Alumni,19:15,Tuesday,20
Baird,19:15,Tuesday,15
Baldy,19:15,Tuesday,206
Bell,19:15,Tuesday,27
CFA,19:15,Tuesday,12
Capen,19:15,Tuesday,69
Cfa,19:15,Tuesday,30
Clemen,19:15,Tuesday,91
Cooke,19:15,Tuesday,117
Frnczk,19:15,Tuesday,102
Furnas,19:15,Tuesday,7
Hoch,19:15,Tuesday,35
Jacobs,19:15,Tuesday,160
Norton,19:15,Tuesday,165
Nsc,19:15,Tuesday,409
Obrian,19:15,Tuesday,145
Park,19:15,Tuesday,81
Slee,19:15,Tuesday,45
Talbrt,19:15,Tuesday,101
Wilkeson,19:15,Tuesday,19
Academ,19:15,Wednesday,17
Alfier,19:15,Wednesday,93
Alumni,19:15,Wednesday,32
Arr,19:15,Wednesday,50
Baird,19:15,Wednesday,66
Baldy,19:15,Wednesday,86
CFA,19:15,Wednesday,39
Capen,19:15,Wednesday,39
Clemen,19:15,Wednesday,70
Cooke,19:15,Wednesday,59
Davis,19:15,Wednesday,47
Frnczk,19:15,Wednesday,21
Furnas,19:15,Wednesday,40
Hoch,19:15,Wednesday,24
Jacobs,19:15,Wednesday,189
Ketter,19:15,Wednesday,9
Knox,19:15,Wednesday,37
Norton,19:15,Wednesday,78
Nsc,19:15,Wednesday,247
Obrian,19:15,Wednesday,151
Park,19:15,Wednesday,15
Talbrt,19:15,Wednesday,70
Academ,19:30,Monday,108
Alfier,19:30,Monday,90
Alumni,19:30,Monday,44
Arr,19:30,Monday,49
Baird,19:30,Monday,24
Baldy,19:30,Monday,61
CFA,19:30,Monday,54
Capen,19:30,Monday,72
Cfa,19:30,Monday,71
Clemen,19:30,Monday,116
Cooke,19:30,Monday,35
Davis,19:30,Monday,47
Frnczk,19:30,Monday,44
Furnas,19:30,Monday,27
Hoch,19:30,Monday,22
Jacobs,19:30,Monday,218
Ketter,19:30,Monday,4
Knox,19:30,Monday,68
Norton,19:30,Monday,25
Nsc,19:30,Monday,293
Obrian,19:30,Monday,189
Park,19:30,Monday,74
Talbrt,19:30,Monday,41
Academ,19:30,Tuesday,13
Alfier,19:30,Tuesday,134
Baldy,19:30,Tuesday,206
Bell,19:30,Tuesday,27
CFA,19:30,Tuesday,12
Capen,19:30,Tuesday,69
Cfa,19:30,Tuesday,30
Clemen,19:30,Tuesday,85
Cooke,19:30,Tuesday,117
Frnczk,19:30,Tuesday,102
Furnas,19:30,Tuesday,7
Hoch,19:30,Tuesday,24
Jacobs,19:30,Tuesday,160
Norton,19:30,Tuesday,165
Nsc,19:30,Tuesday,409
Obrian,19:30,Tuesday,145
Park,19:30,Tuesday,81
Slee,19:30,Tuesday,45
Talbrt,19:30,Tuesday,101
Wilkeson,19:30,Tuesday,19
Academ,19:30,Wednesday,17
Alfier,19:30,Wednesday,93
Alumni,19:30,Wednesday,32
Arr,19:30,Wednesday,50
Baird,19:30,Wednesday,66
Baldy,19:30,Wednesday,42
CFA,19:30,Wednesday,39
Capen,19:30,Wednesday,39
Clemen,19:30,Wednesday,70
Cooke,19:30,Wednesday,59
Davis,19:30,Wednesday,47
Frnczk,19:30,Wednesday,21
Furnas,19:30,Wednesday,40
Hoch,19:30,Wednesday,24
Jacobs,19:30,Wednesday,189
Ketter,19:30,Wednesday,9
Knox,19:30,Wednesday,37
Norton,19:30,Wednesday,78
Nsc,19:30,Wednesday,247
Obrian,19:30,Wednesday,151
Park,19:30,Wednesday,15
Talbrt,19:30,Wednesday,70
Academ,19:45,Monday,19
Alfier,19:45,Monday,90
Alumni,19:45,Monday,44
Arr,19:45,Monday,49
Baird,19:45,Monday,24
Baldy,19:45,Monday,17
CFA,19:45,Monday,54
Capen,19:45,Monday,31
Cfa,19:45,Monday,71
Clemen,19:45,Monday,116
Davis,19:45,Monday,47
Frnczk,19:45,Monday,11
Furnas,19:45,Monday,27
Hoch,19:45,Monday,22
Jacobs,19:45,Monday,218
Knox,19:45,Monday,68
Norton,19:45,Monday,19
Nsc,19:45,Monday,170
Obrian,19:45,Monday,120
Park,19:45,Monday,74
Academ,19:45,Tuesday,13
Alfier,19:45,Tuesday,134
Baldy,19:45,Tuesday,142
Bell,19:45,Tuesday,27
CFA,19:45,Tuesday,12
Capen,19:45,Tuesday,69
Cfa,19:45,Tuesday,8
Clemen,19:45,Tuesday,46
Cooke,19:45,Tuesday,15
Frnczk,19:45,Tuesday,66
Furnas,19:45,Tuesday,7
Hoch,19:45,Tuesday,24
Jacobs,19:45,Tuesday,138
Nsc,19:45,Tuesday,124
Obrian,19:45,Tuesday,145
Park,19:45,Tuesday,52
Slee,19:45,Tuesday,45
Talbrt,19:45,Tuesday,44
Academ,19:45,Wednesday,17
Alfier,19:45,Wednesday,93
Alumni,19:45,Wednesday,10
Arr,19:45,Wednesday,50
Baird,19:45,Wednesday,66
Baldy,19:45,Wednesday,4
CFA,19:45,Wednesday,39
Capen,19:45,Wednesday,39
Clemen,19:45,Wednesday,70
Davis,19:45,Wednesday,47
Furnas,19:45,Wednesday,40
Hoch,19:45,Wednesday,24
Jacobs,19:45,Wednesday,163
Knox,19:45,Wednesday,37
Norton,19:45,Wednesday,32
Nsc,19:45,Wednesday,124
Obrian,19:45,Wednesday,151
Park,19:45,Wednesday,15
Academ,20:00,Monday,19
Alfier,20:00,Monday,90
Alumni,20:00,Monday,44
Arr,20:00,Monday,49
Baird,20:00,Monday,24
Baldy,20:00,Monday,43
CFA,20:00,Monday,54
Capen,20:00,Monday,31
Cfa,20:00,Monday,71
Clemen,20:00,Monday,116
Davis,20:00,Monday,47
Frnczk,20:00,Monday,43
Furnas,20:00,Monday,27
Hoch,20:00,Monday,22
Jacobs,20:00,Monday,218
Knox,20:00,Monday,68
Norton,20:00,Monday,19
Nsc,20:00,Monday,170
Obrian,20:00,Monday,90
Park,20:00,Monday,74
Academ,20:00,Tuesday,13
Alfier,20:00,Tuesday,134
Alumni,20:00,Tuesday,17
Baldy,20:00,Tuesday,174
Bell,20:00,Tuesday,27
CFA,20:00,Tuesday,12
Capen,20:00,Tuesday,69
Cfa,20:00,Tuesday,8
Clemen,20:00,Tuesday,46
Cooke,20:00,Tuesday,15
Frnczk,20:00,Tuesday,66
Furnas,20:00,Tuesday,7
Hoch,20:00,Tuesday,24
Jacobs,20:00,Tuesday,138
Nsc,20:00,Tuesday,124
Obrian,20:00,Tuesday,104
Park,20:00,Tuesday,52
Slee,20:00,Tuesday,45
Talbrt,20:00,Tuesday,44
Academ,20:00,Wednesday,17
Alfier,20:00,Wednesday,93
Alumni,20:00,Wednesday,10
Arr,20:00,Wednesday,50
Baird,20:00,Wednesday,66
Baldy,20:00,Wednesday,4
CFA,20:00,Wednesday,39
Capen,20:00,Wednesday,39
Clemen,20:00,Wednesday,70
Davis,20:00,Wednesday,47
Furnas,20:00,Wednesday,40
Hoch,20:00,Wednesday,24
Jacobs,20:00,Wednesday,163
Knox,20:00,Wednesday,37
Norton,20:00,Wednesday,32
Nsc,20:00,Wednesday,124
Obrian,20:00,Wednesday,120
Park,20:00,Wednesday,15
Academ,20:15,Monday,19
Alfier,20:15,Monday,90
Alumni,20:15,Monday,44
Arr,20:15,Monday,49
Baird,20:15,Monday,24
Baldy,20:15,Monday,43
CFA,20:15,Monday,54
Capen,20:15,Monday,31
Cfa,20:15,Monday,71
Clemen,20:15,Monday,116
Frnczk,20:15,Monday,43
Furnas,20:15,Monday,8
Hoch,20:15,Monday,22
Jacobs,20:15,Monday,218
Knox,20:15,Monday,68
Norton,20:15,Monday,19
Nsc,20:15,Monday,158
Obrian,20:15,Monday,90
Park,20:15,Monday,74
Academ,20:15,Tuesday,13
Alfier,20:15,Tuesday,134
Alumni,20:15,Tuesday,17
Baldy,20:15,Tuesday,161
Bell,20:15,Tuesday,27
Capen,20:15,Tuesday,69
Cfa,20:15,Tuesday,8
Clemen,20:15,Tuesday,46
Cooke,20:15,Tuesday,15
Frnczk,20:15,Tuesday,66
Furnas,20:15,Tuesday,7
Hoch,20:15,Tuesday,24
Jacobs,20:15,Tuesday,138
Nsc,20:15,Tuesday,121
Obrian,20:15,Tuesday,82
Park,20:15,Tuesday,52
Slee,20:15,Tuesday,45
Talbrt,20:15,Tuesday,44
Academ,20:15,Wednesday,17
Alfier,20:15,Wednesday,93
Alumni,20:15,Wednesday,10
Arr,20:15,Wednesday,50
Baird,20:15,Wednesday,66
Baldy,20:15,Wednesday,4
CFA,20:15,Wednesday,39
Capen,20:15,Wednesday,39
Clemen,20:15,Wednesday,70
Furnas,20:15,Wednesday,18
Hoch,20:15,Wednesday,24
Jacobs,20:15,Wednesday,163
Knox,20:15,Wednesday,37
Norton,20:15,Wednesday,32
Nsc,20:15,Wednesday,93
Obrian,20:15,Wednesday,120
Park,20:15,Wednesday,15
Academ,20:30,Monday,19
Alfier,20:30,Monday,90
Alumni,20:30,Monday,44
Arr,20:30,Monday,49
Baldy,20:30,Monday,43
Capen,20:30,Monday,31
Cfa,20:30,Monday,71
Clemen,20:30,Monday,116
Frnczk,20:30,Monday,43
Furnas,20:30,Monday,8
Hoch,20:30,Monday,22
Jacobs,20:30,Monday,218
Knox,20:30,Monday,68
Norton,20:30,Monday,19
Nsc,20:30,Monday,158
Obrian,20:30,Monday,90
Park,20:30,Monday,74
Academ,20:30,Tuesday,13
Alfier,20:30,Tuesday,134
Alumni,20:30,Tuesday,17
Baldy,20:30,Tuesday,174
Bell,20:30,Tuesday,27
Capen,20:30,Tuesday,69
Cfa,20:30,Tuesday,8
Clemen,20:30,Tuesday,46
Cooke,20:30,Tuesday,15
Frnczk,20:30,Tuesday,66
Furnas,20:30,Tuesday,7
Hoch,20:30,Tuesday,24
Jacobs,20:30,Tuesday,138
Nsc,20:30,Tuesday,121
Obrian,20:30,Tuesday,82
Park,20:30,Tuesday,52
Talbrt,20:30,Tuesday,44
Academ,20:30,Wednesday,17
Alfier,20:30,Wednesday,93
Alumni,20:30,Wednesday,10
Arr,20:30,Wednesday,50
Baldy,20:30,Wednesday,4
Capen,20:30,Wednesday,39
Clemen,20:30,Wednesday,70
Furnas,20:30,Wednesday,18
Hoch,20:30,Wednesday,24
Jacobs,20:30,Wednesday,163
Knox,20:30,Wednesday,37
Norton,20:30,Wednesday,32
Nsc,20:30,Wednesday,93
Obrian,20:30,Wednesday,112
Park,20:30,Wednesday,15
Alfier,8:15,Monday,78
Baldy,8:15,Monday,50
Capen,8:15,Monday,15
Clemen,8:15,Monday,59
Cooke,8:15,Monday,179
Davis,8:15,Monday,35
Frnczk,8:15,Monday,25
Jacobs,8:15,Monday,37
Knox,8:15,Monday,36
Nsc,8:15,Monday,110
Obrian,8:15,Monday,67
Park,8:15,Monday,25
Talbrt,8:15,Monday,25
Alfier,8:15,Wednesday,78
Baldy,8:15,Wednesday,74
Capen,8:15,Wednesday,29
Clemen,8:15,Wednesday,67
Cooke,8:15,Wednesday,163
Davis,8:15,Wednesday,35
Frnczk,8:15,Wednesday,15
Furnas,8:15,Wednesday,7
Hoch,8:15,Wednesday,21
Jacobs,8:15,Wednesday,37
Knox,8:15,Wednesday,36
Nsc,8:15,Wednesday,110
Obrian,8:15,Wednesday,67
Park,8:15,Wednesday,25
Talbrt,8:15,Wednesday,49
Alfier,8:30,Monday,78
Baldy,8:30,Monday,50
Bell,8:30,Monday,7
Capen,8:30,Monday,15
Clemen,8:30,Monday,59
Cooke,8:30,Monday,179
Davis,8:30,Monday,35
Frnczk,8:30,Monday,25
Jacobs,8:30,Monday,37
Knox,8:30,Monday,36
Nsc,8:30,Monday,110
Obrian,8:30,Monday,67
Park,8:30,Monday,25
Talbrt,8:30,Monday,25
Alfier,8:30,Wednesday,78
Baldy,8:30,Wednesday,74
Bell,8:30,Wednesday,7
Capen,8:30,Wednesday,29
Clemen,8:30,Wednesday,67
Cooke,8:30,Wednesday,163
Davis,8:30,Wednesday,35
Frnczk,8:30,Wednesday,15
Furnas,8:30,Wednesday,7
Hoch,8:30,Wednesday,21
Jacobs,8:30,Wednesday,37
Knox,8:30,Wednesday,36
Nsc,8:30,Wednesday,110
Obrian,8:30,Wednesday,67
Park,8:30,Wednesday,25
Talbrt,8:30,Wednesday,49
Alfier,8:45,Monday,78
Baldy,8:45,Monday,50
Bell,8:45,Monday,7
Cooke,8:45,Monday,35
Jacobs,8:45,Monday,37
Knox,8:45,Monday,36
Obrian,8:45,Monday,67
Talbrt,8:45,Monday,25
Alfier,8:45,Wednesday,78
Baldy,8:45,Wednesday,49
Bell,8:45,Wednesday,7
Cooke,8:45,Wednesday,59
Furnas,8:45,Wednesday,7
Jacobs,8:45,Wednesday,37
Knox,8:45,Wednesday,36
Obrian,8:45,Wednesday,67
Talbrt,8:45,Wednesday,26
Alfier,11:45,Monday,115
Baldy,11:45,Monday,93
Bell,11:45,Monday,16
Capen,11:45,Monday,27
Cfa,11:45,Monday,188
Clemen,11:45,Monday,70
Cooke,11:45,Monday,24
Frnczk,11:45,Monday,107
Furnas,11:45,Monday,31
Jacobs,11:45,Monday,162
Jarvis,11:45,Monday,20
Norton,11:45,Monday,89
Nsc,11:45,Monday,57
Obrian,11:45,Monday,187
Park,11:45,Monday,37
Wilkeson,11:45,Monday,24
Alfier,11:45,Wednesday,115
Baldy,11:45,Wednesday,74
Bell,11:45,Wednesday,16
Cfa,11:45,Wednesday,77
Clemen,11:45,Wednesday,104
Frnczk,11:45,Wednesday,133
Furnas,11:45,Wednesday,38
Jacobs,11:45,Wednesday,162
Jarvis,11:45,Wednesday,19
Norton,11:45,Wednesday,89
Nsc,11:45,Wednesday,57
Obrian,11:45,Wednesday,251
Park,11:45,Wednesday,25
Talbrt,11:45,Wednesday,23
Wilkeson,11:45,Wednesday,35
Alfier,12:15,Thursday,102
Alumni,12:15,Thursday,29
Baldy,12:15,Thursday,51
CFA,12:15,Thursday,8
Cfa,12:15,Thursday,189
Clemen,12:15,Thursday,17
Cooke,12:15,Thursday,79
Frnczk,12:15,Thursday,73
Hoch,12:15,Thursday,67
Jacobs,12:15,Thursday,25
Obrian,12:15,Thursday,9
Alfier,12:15,Tuesday,102
Alumni,12:15,Tuesday,29
Baldy,12:15,Tuesday,50
Bell,12:15,Tuesday,24
CFA,12:15,Tuesday,7
Cfa,12:15,Tuesday,120
Clemen,12:15,Tuesday,6
Cooke,12:15,Tuesday,79
Frnczk,12:15,Tuesday,63
Furnas,12:15,Tuesday,38
Hoch,12:15,Tuesday,48
Obrian,12:15,Tuesday,9
Park,12:15,Tuesday,12
Alfier,15:15,Friday,25
Baird,15:15,Friday,3
Baldy,15:15,Friday,163
Bell,15:15,Friday,14
CFA,15:15,Friday,20
Capen,15:15,Friday,30
Clemen,15:15,Friday,232
Cooke,15:15,Friday,151
Davis,15:15,Friday,51
Frnczk,15:15,Friday,100
Furnas,15:15,Friday,40
Jacobs,15:15,Friday,169
Jarvis,15:15,Friday,23
Knox,15:15,Friday,690
Math,15:15,Friday,34
Norton,15:15,Friday,277
Nsc,15:15,Friday,730
Obrian,15:15,Friday,122
Park,15:15,Friday,80
Spaulding,15:15,Friday,12
Talbrt,15:15,Friday,157
Alfier,15:30,Friday,25
Baird,15:30,Friday,3
Baldy,15:30,Friday,151
Bell,15:30,Friday,14
Bonner,15:30,Friday,16
CFA,15:30,Friday,20
Capen,15:30,Friday,30
Clemen,15:30,Friday,232
Cooke,15:30,Friday,151
Davis,15:30,Friday,51
Frnczk,15:30,Friday,100
Furnas,15:30,Friday,40
Jacobs,15:30,Friday,169
Jarvis,15:30,Friday,23
Knox,15:30,Friday,690
Math,15:30,Friday,34
Norton,15:30,Friday,277
Nsc,15:30,Friday,730
Obrian,15:30,Friday,122
Park,15:30,Friday,80
Spaulding,15:30,Friday,12
Talbrt,15:30,Friday,157
Alfier,16:00,Friday,25
Baird,16:00,Friday,9
Baldy,16:00,Friday,179
Bell,16:00,Friday,29
Bonner,16:00,Friday,16
Capen,16:00,Friday,15
Clemen,16:00,Friday,99
Cooke,16:00,Friday,165
Davis,16:00,Friday,23
Frnczk,16:00,Friday,82
Furnas,16:00,Friday,12
Hoch,16:00,Friday,24
Jacobs,16:00,Friday,77
Knox,16:00,Friday,320
Norton,16:00,Friday,118
Nsc,16:00,Friday,336
Obrian,16:00,Friday,33
Park,16:00,Friday,40
Spaulding,16:00,Friday,12
Talbrt,16:00,Friday,14
Alfier,16:15,Friday,25
Baird,16:15,Friday,9
Baldy,16:15,Friday,179
Bell,16:15,Friday,29
Bonner,16:15,Friday,16
Capen,16:15,Friday,35
Clemen,16:15,Friday,99
Cooke,16:15,Friday,165
Davis,16:15,Friday,23
Frnczk,16:15,Friday,82
Furnas,16:15,Friday,12
Hoch,16:15,Friday,24
Jacobs,16:15,Friday,77
Knox,16:15,Friday,320
Norton,16:15,Friday,118
Nsc,16:15,Friday,336
Obrian,16:15,Friday,33
Park,16:15,Friday,40
Spaulding,16:15,Friday,12
Talbrt,16:15,Friday,14
Alfier,16:30,Friday,25
Baird,16:30,Friday,9
Baldy,16:30,Friday,179
Bell,16:30,Friday,29
Bonner,16:30,Friday,16
Capen,16:30,Friday,35
Clemen,16:30,Friday,99
Cooke,16:30,Friday,165
Davis,16:30,Friday,23
Frnczk,16:30,Friday,82
Furnas,16:30,Friday,12
Hoch,16:30,Friday,24
Jacobs,16:30,Friday,77
Knox,16:30,Friday,320
Norton,16:30,Friday,118
Nsc,16:30,Friday,336
Obrian,16:30,Friday,25
Park,16:30,Friday,40
Spaulding,16:30,Friday,12
Talbrt,16:30,Friday,14
Alfier,18:30,Thursday,102
Alumni,18:30,Thursday,11
Baldy,18:30,Thursday,200
Bell,18:30,Thursday,53
Capen,18:30,Thursday,67
Cfa,18:30,Thursday,47
Clemen,18:30,Thursday,54
Cooke,18:30,Thursday,102
Frnczk,18:30,Thursday,88
Furnas,18:30,Thursday,30
Hoch,18:30,Thursday,22
Jacobs,18:30,Thursday,193
Ketter,18:30,Thursday,6
Knox,18:30,Thursday,127
Norton,18:30,Thursday,202
Nsc,18:30,Thursday,422
Obrian,18:30,Thursday,165
Park,18:30,Thursday,10
Slee,18:30,Thursday,45
Spaulding,18:30,Thursday,16
Talbrt,18:30,Thursday,57
Alfier,18:45,Thursday,102
Alumni,18:45,Thursday,4
Baldy,18:45,Thursday,34
Bell,18:45,Thursday,27
Capen,18:45,Thursday,43
Cfa,18:45,Thursday,12
Clemen,18:45,Thursday,22
Cooke,18:45,Thursday,102
Frnczk,18:45,Thursday,10
Furnas,18:45,Thursday,30
Hoch,18:45,Thursday,22
Jacobs,18:45,Thursday,158
Knox,18:45,Thursday,127
Norton,18:45,Thursday,165
Nsc,18:45,Thursday,422
Obrian,18:45,Thursday,139
Slee,18:45,Thursday,45
Spaulding,18:45,Thursday,16
Talbrt,18:45,Thursday,57
Alfier,19:00,Thursday,102
Alumni,19:00,Thursday,4
Baldy,19:00,Thursday,110
Bell,19:00,Thursday,27
Capen,19:00,Thursday,43
Cfa,19:00,Thursday,12
Clemen,19:00,Thursday,26
Cooke,19:00,Thursday,102
Frnczk,19:00,Thursday,10
Furnas,19:00,Thursday,30
Hoch,19:00,Thursday,22
Jacobs,19:00,Thursday,183
Knox,19:00,Thursday,127
Norton,19:00,Thursday,165
Nsc,19:00,Thursday,422
Obrian,19:00,Thursday,139
Slee,19:00,Thursday,45
Spaulding,19:00,Thursday,16
Talbrt,19:00,Thursday,57
Alfier,19:15,Thursday,102
Baldy,19:15,Thursday,110
Bell,19:15,Thursday,27
Capen,19:15,Thursday,28
Cfa,19:15,Thursday,12
Clemen,19:15,Thursday,26
Cooke,19:15,Thursday,102
Frnczk,19:15,Thursday,10
Furnas,19:15,Thursday,30
Hoch,19:15,Thursday,22
Jacobs,19:15,Thursday,183
Norton,19:15,Thursday,165
Nsc,19:15,Thursday,422
Obrian,19:15,Thursday,88
Slee,19:15,Thursday,45
Spaulding,19:15,Thursday,16
Talbrt,19:15,Thursday,57
Alfier,19:30,Thursday,102
Baldy,19:30,Thursday,110
Bell,19:30,Thursday,27
Capen,19:30,Thursday,28
Cfa,19:30,Thursday,12
Clemen,19:30,Thursday,26
Cooke,19:30,Thursday,102
Frnczk,19:30,Thursday,10
Furnas,19:30,Thursday,30
Hoch,19:30,Thursday,22
Jacobs,19:30,Thursday,183
Norton,19:30,Thursday,165
Nsc,19:30,Thursday,422
Obrian,19:30,Thursday,88
Slee,19:30,Thursday,45
Spaulding,19:30,Thursday,16
Talbrt,19:30,Thursday,57
Alfier,19:45,Thursday,102
Baldy,19:45,Thursday,110
Bell,19:45,Thursday,27
Cfa,19:45,Thursday,12
Clemen,19:45,Thursday,26
Frnczk,19:45,Thursday,10
Furnas,19:45,Thursday,30
Hoch,19:45,Thursday,22
Jacobs,19:45,Thursday,158
Nsc,19:45,Thursday,137
Obrian,19:45,Thursday,64
Slee,19:45,Thursday,45
Alfier,20:00,Thursday,102
Baldy,20:00,Thursday,93
Bell,20:00,Thursday,27
Cfa,20:00,Thursday,12
Clemen,20:00,Thursday,26
Cooke,20:00,Thursday,45
Frnczk,20:00,Thursday,10
Furnas,20:00,Thursday,30
Hoch,20:00,Thursday,22
Jacobs,20:00,Thursday,158
Nsc,20:00,Thursday,137
Obrian,20:00,Thursday,64
Slee,20:00,Thursday,45
Alfier,20:15,Thursday,102
Baldy,20:15,Thursday,80
Bell,20:15,Thursday,27
Cfa,20:15,Thursday,12
Clemen,20:15,Thursday,26
Cooke,20:15,Thursday,45
Frnczk,20:15,Thursday,10
Furnas,20:15,Thursday,30
Hoch,20:15,Thursday,22
Jacobs,20:15,Thursday,158
Nsc,20:15,Thursday,134
Obrian,20:15,Thursday,64
Slee,20:15,Thursday,45
Alfier,20:30,Thursday,102
Baldy,20:30,Thursday,80
Bell,20:30,Thursday,27
Cfa,20:30,Thursday,12
Clemen,20:30,Thursday,26
Cooke,20:30,Thursday,45
Frnczk,20:30,Thursday,10
Furnas,20:30,Thursday,30
Hoch,20:30,Thursday,22
Jacobs,20:30,Thursday,158
Nsc,20:30,Thursday,134
Obrian,20:30,Thursday,64
Alfier,20:45,Monday,90
Arr,20:45,Monday,29
Baldy,20:45,Monday,43
Capen,20:45,Monday,15
Cfa,20:45,Monday,7
Clemen,20:45,Monday,98
Frnczk,20:45,Monday,11
Hoch,20:45,Monday,22
Jacobs,20:45,Monday,218
Knox,20:45,Monday,68
Obrian,20:45,Monday,70
Park,20:45,Monday,56
Alfier,20:45,Thursday,102
Baldy,20:45,Thursday,80
Bell,20:45,Thursday,27
Cfa,20:45,Thursday,12
Clemen,20:45,Thursday,26
Hoch,20:45,Thursday,22
Jacobs,20:45,Thursday,158
Obrian,20:45,Thursday,36
Alfier,20:45,Tuesday,134
Alumni,20:45,Tuesday,17
Baldy,20:45,Tuesday,160
Bell,20:45,Tuesday,27
Capen,20:45,Tuesday,55
Cfa,20:45,Tuesday,8
Cooke,20:45,Tuesday,15
Frnczk,20:45,Tuesday,15
Hoch,20:45,Tuesday,24
Jacobs,20:45,Tuesday,138
Obrian,20:45,Tuesday,82
Park,20:45,Tuesday,52
Talbrt,20:45,Tuesday,44
Alfier,20:45,Wednesday,93
Arr,20:45,Wednesday,30
Baldy,20:45,Wednesday,4
Capen,20:45,Wednesday,39
Clemen,20:45,Wednesday,70
Hoch,20:45,Wednesday,24
Jacobs,20:45,Wednesday,163
Knox,20:45,Wednesday,37
Obrian,20:45,Wednesday,8
Park,20:45,Wednesday,3
Alfier,21:00,Monday,90
Arr,21:00,Monday,29
Baldy,21:00,Monday,43
Capen,21:00,Monday,15
Clemen,21:00,Monday,98
Frnczk,21:00,Monday,11
Hoch,21:00,Monday,22
Jacobs,21:00,Monday,218
Knox,21:00,Monday,68
Obrian,21:00,Monday,27
Park,21:00,Monday,56
Alfier,21:00,Thursday,102
Baldy,21:00,Thursday,80
Bell,21:00,Thursday,27
Clemen,21:00,Thursday,26
Hoch,21:00,Thursday,22
Jacobs,21:00,Thursday,158
Obrian,21:00,Thursday,13
Alfier,21:00,Tuesday,134
Alumni,21:00,Tuesday,17
Baldy,21:00,Tuesday,160
Bell,21:00,Tuesday,27
Capen,21:00,Tuesday,55
Cooke,21:00,Tuesday,15
Frnczk,21:00,Tuesday,15
Hoch,21:00,Tuesday,24
Jacobs,21:00,Tuesday,138
Park,21:00,Tuesday,52
Talbrt,21:00,Tuesday,44
Alfier,21:00,Wednesday,93
Arr,21:00,Wednesday,30
Baldy,21:00,Wednesday,4
Capen,21:00,Wednesday,39
Clemen,21:00,Wednesday,70
Hoch,21:00,Wednesday,24
Jacobs,21:00,Wednesday,163
Knox,21:00,Wednesday,37
Park,21:00,Wednesday,3
Alumni,11:45,Friday,22
Arr,11:45,Friday,5
Baird,11:45,Friday,2
Baldy,11:45,Friday,44
Cfa,11:45,Friday,9
Clemen,11:45,Friday,38
Frnczk,11:45,Friday,41
Furnas,11:45,Friday,19
Jacobs,11:45,Friday,51
Jarvis,11:45,Friday,12
Obrian,11:45,Friday,7
Park,11:45,Friday,13
Wilkeson,11:45,Friday,21
Alumni,18:15,Thursday,7
Baldy,18:15,Thursday,200
Bell,18:15,Thursday,53
Capen,18:15,Thursday,27
Cfa,18:15,Thursday,47
Clemen,18:15,Thursday,39
Cooke,18:15,Thursday,59
Frnczk,18:15,Thursday,88
Furnas,18:15,Thursday,17
Hoch,18:15,Thursday,22
Jacobs,18:15,Thursday,39
